student_id,assignment_score,midterm_score,final_score,attendance_percent,total_score,exam_denied,pass_fail,pass_fail_encoded
1,0.5243161094224924,0.7940865892291447,0.5712719298245614,0.6135802469135803,0.6343047752808989,False,Pass,1
2,0.2781155015197567,0.7191129883843718,0.43969298245614025,0.5987654320987654,0.4273174157303371,False,Pass,1
3,0.6048632218844985,0.4635691657866949,0.5010964912280702,1.0,0.4524227528089887,False,Pass,1
4,0.6398176291793312,0.3400211193241816,0.7083333333333334,0.8345679012345679,0.5356390449438203,False,Pass,1
5,0.11246200607902734,0.10770855332629356,0.5844298245614035,0.7012345679012344,0.1576544943820225,False,Fail,0
6,0.23100303951367773,0.49102428722280883,0.650219298245614,0.8765432098765433,0.4320575842696629,False,Pass,1
7,0.4908814589665653,0.9609292502639916,0.7160087719298245,0.23333333333333328,0.7986306179775281,False,Pass,1
8,0.41033434650455924,0.6462513199577613,0.5098684210526315,0.7419753086419751,0.4817415730337079,False,Pass,1
9,0.4650455927051671,0.4889123548046463,0.7324561403508771,1.0,0.5647823033707865,False,Pass,1
10,0.3130699088145895,0.6515311510031678,0.6578947368421052,0.7851851851851852,0.5454705056179775,False,Pass,1
11,0.6291793313069907,0.3305174234424499,0.33991228070175433,0.7703703703703704,0.2912570224719101,False,Fail,0
12,0.6094224924012157,0.5300950369588173,0.8684210526315789,0.8888888888888888,0.7224367977528091,False,Pass,1
13,0.4802431610942248,0.5934530095036958,0.4846491228070175,0.9740740740740741,0.4634831460674157,False,Pass,1
14,0.6732522796352582,0.5638859556494192,0.256578947368421,0.26049382716049385,0.3695575842696629,False,Pass,1
15,0.553191489361702,0.7032734952481521,0.37719298245614036,0.3382716049382715,0.4747191011235955,False,Pass,1
16,0.3115501519756838,0.6325237592397043,0.381578947368421,0.8049382716049382,0.3584971910112359,False,Pass,1
17,0.5349544072948329,0.6832101372756071,0.5932017543859649,0.5765432098765433,0.5967345505617979,False,Pass,1
18,0.29331306990881456,0.4688489968321014,0.5296052631578948,1.0,0.3653441011235955,False,Pass,1
19,0.6276595744680851,0.720168954593453,0.5164473684210527,0.6753086419753087,0.5981390449438203,False,Pass,1
20,0.45896656534954405,0.8352692713833157,0.706140350877193,0.27530864197530863,0.7185744382022473,False,Pass,1
21,0.43465045592705154,0.42344244984160506,0.650219298245614,0.43950617283950616,0.4689255617977529,False,Pass,1
22,0.3434650455927051,0.43717001055966215,0.6458333333333334,0.07407407407407407,0.4413623595505619,False,Pass,1
23,0.6914893617021276,0.788806758183738,0.6644736842105263,0.6950617283950618,0.7492977528089889,False,Pass,1
24,0.439209726443769,0.5469904963041182,0.7050438596491228,0.7061728395061728,0.5672401685393259,False,Pass,1
25,0.39057750759878407,0.8004223864836324,0.16776315789473684,0.6481481481481481,0.332689606741573,False,Pass,1
26,0.4042553191489361,0.5079197465681098,0.5109649122807017,1.0,0.4113412921348315,False,Pass,1
27,0.5653495440729484,0.8078141499472016,0.15350877192982454,1.0,0.387816011235955,False,Pass,1
28,0.5349544072948329,0.5987328405491024,0.5899122807017544,0.711111111111111,0.5524929775280899,False,Pass,1
29,0.5440729483282674,0.6187961985216472,0.5822368421052632,0.22592592592592586,0.5607443820224721,False,Pass,1
30,0.547112462006079,0.8257655755015839,0.7894736842105262,0.9049382716049383,0.7977528089887641,False,Pass,1
31,0.8586626139817628,0.5205913410770855,0.8179824561403509,0.8901234567901235,0.7717696629213483,False,Pass,1
32,0.3936170212765957,0.4287222808870116,0.6228070175438596,0.8296296296296297,0.4397823033707865,False,Pass,1
33,0.37537993920972634,0.5068637803590285,0.4846491228070175,0.9950617283950616,0.3839536516853933,False,Pass,1
34,0.3191489361702128,0.6494192185850052,0.6787280701754386,0.46543209876543207,0.5598665730337079,False,Pass,1
35,0.5805471124620061,0.32946145723336856,0.4791666666666666,1.0,0.363061797752809,False,Pass,1
36,0.6732522796352582,0.6789862724392819,0.5833333333333334,0.5160493827160493,0.6362359550561799,False,Pass,1
37,0.44680851063829785,0.49208025343189016,0.7785087719298245,0.9382716049382716,0.5895365168539325,False,Pass,1
38,0.31458966565349533,0.7592397043294614,0.47368421052631576,0.33703703703703697,0.4817415730337079,False,Pass,1
39,0.31762917933130697,0.19852164730728616,0.7423245614035088,0.5234567901234568,0.3751755617977528,False,Pass,1
40,0.5866261398176291,0.4530095036958817,0.7171052631578948,1.0,0.5791783707865169,False,Pass,1
41,0.6033434650455927,0.310454065469905,0.39473684210526305,0.6888888888888889,0.3074087078651685,False,Pass,1
42,0.566869300911854,0.44667370644139387,0.775219298245614,0.9604938271604937,0.6063904494382023,False,Pass,1
43,0.3465045592705166,0.6166842661034847,0.7214912280701754,0.8111111111111111,0.5804073033707865,False,Pass,1
44,0.5106382978723403,0.5491024287222808,0.6030701754385964,0.7271604938271605,0.5277387640449439,False,Pass,1
45,0.4893617021276595,0.5374868004223865,0.43311403508771923,1.0,0.4057233146067416,False,Pass,1
46,0.5075987841945286,0.5522703273495247,0.41337719298245607,0.6950617283950618,0.4067766853932584,False,Pass,1
47,0.6276595744680851,0.6103484688489969,0.47697368421052627,0.31358024691358016,0.5180828651685393,False,Pass,1
48,0.5091185410334347,0.41816261879619854,0.6907894736842105,0.5543209876543209,0.5180828651685393,False,Pass,1
49,0.5911854103343464,0.6895459345300949,0.39473684210526305,0.8888888888888888,0.4922752808988765,False,Pass,1
50,0.4802431610942248,0.6821541710665259,0.6699561403508772,0.8506172839506174,0.6264044943820225,False,Pass,1
51,0.5212765957446808,0.6388595564941921,0.33771929824561403,0.36666666666666664,0.4062500000000001,False,Pass,1
52,0.5835866261398175,0.6652587117212249,0.5427631578947368,0.574074074074074,0.5723314606741573,False,Pass,1
53,0.202127659574468,0.6240760295670539,0.6052631578947368,0.6098765432098765,0.4596207865168539,False,Pass,1
54,0.41033434650455924,0.8996832101372756,0.9999999999999999,0.662962962962963,0.9220505617977529,False,Pass,1
55,0.3829787234042552,0.5638859556494192,0.3114035087719298,0.41358024691358025,0.3040730337078652,False,Pass,1
56,0.35106382978723394,0.529039070749736,0.8739035087719298,0.597530864197531,0.6358848314606741,False,Pass,1
57,0.4179331306990881,0.45828933474128836,0.6129385964912281,0.5728395061728395,0.4566362359550563,False,Pass,1
58,0.7401215805471124,0.4139387539598733,0.6644736842105263,0.94320987654321,0.5791783707865169,False,Pass,1
59,0.3100303951367781,0.3801478352692714,0.6063596491228069,0.9530864197530864,0.3760533707865168,False,Pass,1
60,0.6443768996960484,0.43717001055966215,0.6710526315789473,0.7172839506172839,0.5617977528089887,False,Pass,1
61,0.16109422492401204,0.5659978880675818,0.5526315789473685,0.6567901234567901,0.3827247191011236,False,Pass,1
62,0.4072948328267476,0.6304118268215416,0.8706140350877193,0.7876543209876543,0.7038272471910113,False,Pass,1
63,0.4984802431610942,0.5860612460401267,0.4934210526315788,0.5518518518518518,0.4717345505617977,False,Pass,1
64,0.5744680851063828,0.4561774023231257,0.8070175438596492,0.4703703703703704,0.6341292134831461,False,Pass,1
65,0.5972644376899696,0.720168954593453,0.4561403508771929,0.5209876543209877,0.5489817415730339,False,Pass,1
66,0.6124620060790273,0.6948257655755015,0.5712719298245614,0.5962962962962963,0.6153441011235957,False,Pass,1
67,0.4042553191489361,0.5522703273495247,0.37171052631578944,0.46543209876543207,0.3442766853932585,False,Pass,1
68,0.384498480243161,0.47412882787750793,0.6732456140350878,0.7925925925925927,0.4915730337078653,False,Pass,1
69,0.6246200607902734,0.6642027455121436,0.8684210526315789,0.9333333333333333,0.7945926966292135,False,Pass,1
70,0.43313069908814583,0.6071805702217529,0.5679824561403509,0.3617283950617283,0.5073735955056181,False,Pass,1
71,0.23556231003039507,0.34846884899683206,0.5449561403508771,0.7592592592592593,0.2951193820224719,False,Fail,0
72,0.2613981762917932,0.5670538542766631,0.362938596491228,0.6987654320987653,0.2965238764044944,False,Fail,0
73,0.3009118541033434,0.6187961985216472,0.5383771929824561,0.837037037037037,0.4483848314606741,False,Pass,1
74,0.5592705167173251,0.4350580781414995,0.2686403508771929,0.7493827160493827,0.2735252808988764,False,Fail,0
75,0.49392097264437695,0.6071805702217529,0.40350877192982454,0.3938271604938271,0.4231039325842697,False,Pass,1
76,0.594224924012158,0.34741288278775084,0.6282894736842105,0.44197530864197526,0.4722612359550563,False,Pass,1
77,0.39057750759878407,0.788806758183738,0.8432017543859649,0.7604938271604937,0.7594803370786517,False,Pass,1
78,0.49696048632218837,0.7750791974656811,0.9999999999999999,1.0,0.8899227528089889,False,Pass,1
79,0.5820668693009117,0.5374868004223865,0.46710526315789463,0.20617283950617288,0.4596207865168539,False,Pass,1
80,0.41185410334346495,0.6356916578669483,0.8662280701754386,0.8382716049382717,0.7052317415730337,False,Pass,1
81,0.5516717325227962,0.19640971488912357,0.6315789473684211,1.0,0.3843047752808989,False,Pass,1
82,0.3480243161094224,0.39493136219640973,0.5537280701754386,0.7148148148148148,0.3628862359550561,False,Pass,1
